USER_ID,MYID,ACCOUNT,NAME,ORGANIZE_ID,ORGANIZE_NAME,DUTY_ID,TITLE_ID,PASSWORD,EMAIL,LANG,THEME,FIRST_VISIT,PREVIOUS_VISIT,LAST_VISITS,LOGIN_COUNT,ISEMPLOYEE,STATUS,IP,DESCRIPTION,QUESTION_ID,ANSWER,ISONLINE,CREATED,LASTMOD,CREATER,MODIFYER,TEL,stuNo,qq,weixin,meal_arithmetic_id,arithmetic_name,sex,poo,address,age
956,,施兴,shixing,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2014/11/14 21:44,,,,,,,,,,,2014/11/14 21:44,,954,,13902464353,2017002,,,77,关联规则1,男,广东广州,广州,21
957,,林颖银,linyingyin,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/8/25 11:57,,,,,,,,,,,2015/8/25 11:57,,954,,13560006281,2017003,,,77,关联规则1,女,广东广州,广州,21
958,,张奥多,zhangaoduo,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/5/26 17:55,,,,,,,,,,,2015/5/26 17:55,,954,,18988992193,2017004,,,77,关联规则1,男,广东广州,广州,22
959,,莫芳,mofang,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2014/2/7 19:29,,,,,,,,,,,2014/2/7 19:29,,954,,13676244349,2017005,,,77,关联规则1,女,广西,广州,23
960,,莫济成,mojicheng,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/3/26 19:59,,,,,,,,,,,2015/3/26 19:59,,954,,15902018384,2017006,,,77,关联规则1,男,广西,广州,22
961,,易琳琳,yilinlin,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/10/27 19:20,,,,,,,,,,,2015/10/27 19:20,,954,,15777243935,2017007,,,77,关联规则1,女,广西,广州,21
962,,郭信佑,guoxinyou,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2014/4/23 21:33,,,,,,,,,,,2014/4/23 21:33,,954,,15777243053,2017008,,,77,关联规则1,男,广西南宁,广州,22
963,,唐紫涵,tangdandan,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2014/2/7 21:38,,,,,,,,,,,2014/2/7 21:38,,954,,18299062172,2017009,,,77,关联规则1,女,新疆,广州,23
964,,张尚佳,zhangshangjia,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2014/8/7 21:10,,,,,,,,,,,2014/8/7 21:10,,954,,18122707493,2017010,,,77,关联规则1,女,广东深圳,广州,22
965,,麦国炫,maiguoxuan,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/12/15 13:29,,,,,,,,,,,2015/12/15 13:29,,954,,15777243968,2017011,,,77,关联规则1,男,广西南宁,广州,21
966,,姜鹏辉,jiangpenghui,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/3/12 17:18,,,,,,,,,,,2015/3/12 17:18,,954,,18636782133,2017012,,,78,基于物品的协同过滤,男,广西南宁,广州,22
967,,杨慧,yanghui,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2015/10/13 20:46,,,,,,,,,,,2015/10/13 20:46,,954,,13066372305,2017013,,,78,基于物品的协同过滤,女,广东茂名,广州,23
968,,郑文财,zhengwencai,310,产品中心,,,202cb962ac59075b964b07152d234b70,,,,2014/3/1 12:34,,,,,,,,,,,2014/3/1 12:34,,954,,18520227590,2017014,,,78,基于物品的协同过滤,男,四川,广州,22
981,,老师,teacher,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/7/10 19:33,,,,,,,,,,,2014/7/10 19:33,2017/7/13 17:55,1,1,,,,,87,基于物品的协同过滤,,,,
982,,叶亦凯,sx,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/8/18 21:41,,2016/8/26 13:53,,,,,,,,,2014/8/18 21:41,,981,,18688880001,2017002,,,86,关联规则,男,广东广州,广州,21
983,,邓彬彬,lyy,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/8/23 13:47,,2016/8/21 17:16,,,,,,,,,2015/8/23 13:47,,981,,18688880002,2017003,,,86,关联规则,女,广东广州,广州,21
984,,张建涛,zad,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/12/24 19:26,,2016/8/25 11:32,,,,,,,,,2014/12/24 19:26,,981,,18688880003,2017004,,,86,关联规则,男,广东广州,广州,22
985,,莫诗怡,mf,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/4/20 20:17,,,,,,,,,,,2014/4/20 20:17,,981,,18688880004,2017005,,,86,关联规则,女,广西,广州,23
986,,莫子建,mjc,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/9/11 11:38,,2016/8/20 11:15,,,,,,,,,2014/9/11 11:38,,981,,18688880005,2017006,,,86,关联规则,男,广西,广州,22
987,,易子歆,yll,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/2/24 21:25,,2016/8/28 12:34,,,,,,,,,2015/2/24 21:25,,981,,18688880006,2017007,,,86,关联规则,女,广西,广州,21
988,,郭仁泽,gxy,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/11/21 21:45,,2016/8/25 12:15,,,,,,,,,2014/11/21 21:45,,981,,18688880007,2017008,,,86,关联规则,男,广西南宁,广州,22
989,,唐莉,tdd,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/10/29 21:52,,2016/8/26 14:03,,,,,,,,,2014/10/29 21:52,,981,,18688880008,2017009,,,86,关联规则,女,新疆,广州,23
990,,张馥雨,xs,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/12/5 21:14,,2016/8/30 12:07,,,,,,,,,2015/12/5 21:14,,981,,18688880009,2017010,,,86,关联规则,女,广东深圳,广州,22
991,,麦凯泽,mgx,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/2/1 21:21,,2016/8/31 11:52,,,,,,,,,2015/2/1 21:21,,981,,18688880010,2017011,,,86,关联规则,男,广西,广州,21
992,,姜晗昱,jph,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/12/17 20:14,,2016/8/29 12:12,,,,,,,,,2014/12/17 20:14,,981,,18688880011,2017012,,,86,关联规则,男,广西,广州,22
993,,杨依萱,yh,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/10/16 20:24,,2016/8/29 12:51,,,,,,,,,2015/10/16 20:24,,981,,18688880012,2017013,,,86,关联规则,女,广东茂名,广州,23
994,,刘乐瑶,lxl,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/1/25 21:35,,2016/8/27 11:17,,,,,,,,,2014/1/25 21:35,,981,,18688880013,2017014,,,86,关联规则,女,广西南宁,广州,21
995,,杨晓畅,yt,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/6/8 13:12,,2016/8/27 11:15,,,,,,,,,2014/6/8 13:12,,994,,18688880014,2017015,,,86,关联规则,男,,,49
996,,张昭阳,zyh,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/1/11 18:16,,2016/8/31 13:59,,,,,,,,,2014/1/11 18:16,,981,,18688880015,2017016,,,86,关联规则,女,广东广州,广州,21
997,,徐子轩,xmy,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/10/1 21:01,,2016/8/25 11:54,,,,,,,,,2014/10/1 21:01,,981,,18688880016,2017017,,,86,关联规则,女,浙江,广州,22
998,,周漠阳,zdp,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/8/27 12:16,,2016/8/23 12:16,,,,,,,,,2015/8/27 12:16,,981,,18688880017,2017018,,,86,关联规则,男,浙江,广州,23
999,,郑晓琳,zsl,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/9/14 20:10,,,,,,,,,,,2014/9/14 20:10,,981,,18688880018,2017019,,,86,关联规则,女,广东潮汕,广州,22
1000,,邱泊君,qwm,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/2/17 19:52,,2016/8/28 13:18,,,,,,,,,2014/2/17 19:52,,981,,18688880019,2017020,,,86,关联规则,女,广东潮汕,广州,21
1001,,林子菡,lbx,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/4/18 12:48,,2016/8/29 12:30,,,,,,,,,2015/4/18 12:48,,981,,18688880020,20170015,,,86,关联规则,女,,,33
1002,,李孟夏,lyt,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/6/5 20:42,,2016/8/26 13:14,,,,,,,,,2015/6/5 20:42,,994,,18688880021,20170021,,,86,关联规则,女,,,22
1003,,陈远鹏,ctg,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/3/19 19:56,,,,,,,,,,,2015/3/19 19:56,,991,,18688880022,2017021,,,86,关联规则,男,广东广州,广州,21
1004,,陈明杰,csd,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/1/11 20:00,,2016/8/28 12:04,,,,,,,,,2015/1/11 20:00,,991,,18688880023,2017022,,,86,关联规则,男,广东广州,广州,21
1005,,颜永宏,yyx,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/2/10 19:26,,,,,,,,,,,2015/2/10 19:26,,991,,18688880024,2017023,,,86,关联规则,男,广东茂名,广州,27
1006,,郑景明,zwc,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2015/11/17 19:52,,2016/8/21 20:44,,,,,,,,,2015/11/17 19:52,,991,,18688880025,2017024,,,86,关联规则,男,重庆,广州,27
1007,,曾念夕,zaz,328,统计班,,,202cb962ac59075b964b07152d234b70,,,,2014/3/25 18:23,,2016/8/28 11:53,,,,,,,,,2014/3/25 18:23,,991,,18688880026,20170026,,,86,关联规则,女,,,33
1008,,许和怡,a27,330,统计17级,,,202cb962ac59075b964b07152d234b71,,,,2015/10/4 17:28,,2016/8/28 12:26,,,,,,,,,2015/10/4 17:28,,1070,,18688880027,2017027,,,,,女,广东广州,广州,25
1009,,袁田田,a28,330,统计17级,,,202cb962ac59075b964b07152d234b72,,,,2015/4/30 18:44,,2016/8/28 11:46,,,,,,,,,2015/4/30 18:44,,1070,,18688880028,2017028,,,,,女,广西,广州,20
1010,,袁家蕊,a29,330,统计17级,,,202cb962ac59075b964b07152d234b73,,,,2015/11/15 20:56,,2016/8/28 20:28,,,,,,,,,2015/11/15 20:56,,1070,,18688880029,2017029,,,,,女,新疆,广州,35
1011,,柴德馨,a30,330,统计17级,,,202cb962ac59075b964b07152d234b74,,,,2015/1/28 20:16,,2016/8/28 21:47,,,,,,,,,2015/1/28 20:16,,1070,,18688880030,2017030,,,,,男,广东广州,广州,46
1012,,柴鸿飞,a31,330,统计17级,,,202cb962ac59075b964b07152d234b75,,,,2015/4/4 12:21,,2016/8/20 21:31,,,,,,,,,2015/4/4 12:21,,1070,,18688880031,2017031,,,,,男,广东潮汕,广州,35
1013,,许梓培,a32,330,统计17级,,,202cb962ac59075b964b07152d234b76,,,,2015/10/27 12:54,,2016/8/28 18:42,,,,,,,,,2015/10/27 12:54,,1070,,18688880032,2017032,,,,,女,广东广州,广州,38
1014,,许高阳,a33,330,统计17级,,,202cb962ac59075b964b07152d234b77,,,,2015/1/15 18:40,,2016/8/28 11:19,,,,,,,,,2015/1/15 18:40,,1070,,18688880033,2017033,,,,,男,安徽淮南,广州,26
1015,,袁祯启,a34,330,统计17级,,,202cb962ac59075b964b07152d234b78,,,,2014/2/28 17:09,,2016/8/28 19:28,,,,,,,,,2014/2/28 17:09,,1070,,18688880034,2017034,,,,,男,江西九江,广州,40
1016,,袁昊天,a35,330,统计17级,,,202cb962ac59075b964b07152d234b79,,,,2015/1/21 21:42,,2016/8/28 21:17,,,,,,,,,2015/1/21 21:42,,1070,,18688880035,2017035,,,,,男,湖南常德,广州,44
1017,,卢俊恒,a36,330,统计17级,,,202cb962ac59075b964b07152d234b80,,,,2014/4/25 12:12,,2016/8/29 11:07,,,,,,,,,2014/4/25 12:12,,1070,,18688880036,2017036,,,,,男,广西北海,广州,33
1018,,卢子翰,a37,330,统计17级,,,202cb962ac59075b964b07152d234b81,,,,2015/12/11 21:04,,2016/8/28 18:31,,,,,,,,,2015/12/11 21:04,,1070,,18688880037,2017037,,,,,男,广东潮汕,广州,22
1019,,卢雨玲,a38,330,统计17级,,,202cb962ac59075b964b07152d234b82,,,,2015/10/28 17:58,,2016/8/28 20:49,,,,,,,,,2015/10/28 17:58,,1070,,18688880038,2017038,,,,,女,浙江,广州,27
1020,,卢锦曦,a39,330,统计17级,,,202cb962ac59075b964b07152d234b83,,,,2014/7/20 20:38,,2016/8/28 13:40,,,,,,,,,2014/7/20 20:38,,1070,,18688880039,2017039,,,,,女,广东潮汕,广州,25
1021,,叶潇逸,a40,330,统计17级,,,202cb962ac59075b964b07152d234b84,,,,2015/4/16 11:51,,2016/8/31 12:51,,,,,,,,,2015/4/16 11:51,,1070,,18688880040,2017040,,,,,男,新疆,广州,31
1022,,叶涛诚,a41,330,统计17级,,,202cb962ac59075b964b07152d234b85,,,,2015/10/27 12:33,,2016/8/28 20:36,,,,,,,,,2015/10/27 12:33,,1070,,18688880041,2017041,,,,,男,安徽黄山,广州,38
1023,,魏巍,a42,330,统计17级,,,202cb962ac59075b964b07152d234b86,,,,2015/9/10 11:28,,2016/8/29 11:16,,,,,,,,,2015/9/10 11:28,,1070,,18688880042,2017042,,,,,男,福建福州,广州,46
1024,,魏程雪,a43,330,统计17级,,,202cb962ac59075b964b07152d234b87,,,,2014/10/9 19:48,,2016/8/28 13:03,,,,,,,,,2014/10/9 19:48,,1070,,18688880043,2017043,,,,,女,福建泉州,广州,44
1025,,魏焱,a44,330,统计17级,,,202cb962ac59075b964b07152d234b88,,,,2015/11/31 13:37:8,,2016/8/28 12:26,,,,,,,,,2015/11/30 13:37,,1070,,18688880044,2017044,,,,,男,江西南昌,广州,22
1026,,荆雨,a45,330,统计17级,,,202cb962ac59075b964b07152d234b89,,,,2015/5/24 21:19,,2016/8/28 12:29,,,,,,,,,2015/5/24 21:19,,1070,,18688880045,2017045,,,,,女,湖北武汉,广州,28
1027,,荆丰朵,a46,330,统计17级,,,202cb962ac59075b964b07152d234b90,,,,2015/10/26 12:02,,2016/8/28 21:58,,,,,,,,,2015/10/26 12:02,,1070,,18688880046,2017046,,,,,女,湖北黄石,广州,30
1028,,荆哲,a47,330,统计17级,,,202cb962ac59075b964b07152d234b91,,,,2014/4/30 19:33,,2016/8/28 12:31,,,,,,,,,2014/4/30 19:33,,1070,,18688880047,2017047,,,,,男,湖南长沙,广州,23
1029,,文若凝,a48,330,统计17级,,,202cb962ac59075b964b07152d234b92,,,,2015/2/7 17:11,,2016/8/29 11:47,,,,,,,,,2015/2/7 17:11,,1070,,18688880048,2017048,,,,,女,湖南郴州,广州,37
1030,,文立平,a49,330,统计17级,,,202cb962ac59075b964b07152d234b93,,,,2014/8/18 12:10,,2016/8/28 18:37,,,,,,,,,2014/8/18 12:10,,1070,,18688880049,2017049,,,,,男,广东潮州,广州,35
1031,,陶琦琴,a50,330,统计17级,,,202cb962ac59075b964b07152d234b94,,,,2015/10/7 18:55,,2016/8/28 20:15,,,,,,,,,2015/10/7 18:55,,1070,,18688880050,2017050,,,,,女,广东韶关,广州,31
1032,,陶昕蕊,a51,330,统计17级,,,202cb962ac59075b964b07152d234b95,,,,2015/3/6 20:24,,2016/8/28 17:44,,,,,,,,,2015/3/6 20:24,,1070,,18688880051,2017051,,,,,女,浙江宁波,广州,26
1033,,陶永潮,a52,330,统计17级,,,202cb962ac59075b964b07152d234b96,,,,2015/8/30 21:17,,2016/8/28 20:43,,,,,,,,,2015/8/30 21:17,,1070,,18688880052,2017052,,,,,男,浙江,广州,35
1034,,陶成芳,a53,330,统计17级,,,202cb962ac59075b964b07152d234b97,,,,2015/5/29 12:03,,2016/8/28 17:33,,,,,,,,,2015/5/29 12:03,,1070,,18688880053,2017053,,,,,女,安徽合肥,广州,41
1066,,方婷玉,a91,330,统计17级,,,202cb962ac59075b964b07152d234b98,,,,2014/9/6 12:23,,,,,,,,,,,2014/9/6 12:23,,1070,,18688880091,2017091,,,,,女,广东广州,深圳,44
1067,,方皓文,a92,330,统计17级,,,202cb962ac59075b964b07152d234b99,,,,2014/7/11 20:22,,2016/8/18 13:00,,,,,,,,,2014/7/11 20:22,,1070,,18688880092,2017092,,,,,男,浙江,深圳,40
1068,,吕欣然,a93,330,统计17级,,,202cb962ac59075b964b07152d234b100,,,,2015/10/29 21:08,,2016/8/22 13:29,,,,,,,,,2015/10/29 21:08,,1070,,18688880093,2017093,,,,,女,浙江,深圳,30
1069,,吕兴腾,a94,330,统计17级,,,202cb962ac59075b964b07152d234b101,,,,2014/8/10 19:12,,,,,,,,,,,2014/8/10 19:12,,1070,,18688880094,2017094,,,,,男,湖南长沙,深圳,28
1070,,姜展浩,a95,330,统计17级,,,202cb962ac59075b964b07152d234b102,,,,2015/3/26 12:07,,,,,,,,,,,2015/3/26 12:07,,1070,,18688880095,2017095,,,,,男,湖南郴州,深圳,25
1071,,姜妮妮,a96,330,统计17级,,,202cb962ac59075b964b07152d234b103,,,,2014/5/11 21:52,,2016/8/31 12:19,,,,,,,,,2014/5/11 21:52,,1070,,18688880096,2017096,,,,,女,广东潮州,深圳,46
1072,,龚伟骏,a97,330,统计17级,,,202cb962ac59075b964b07152d234b104,,,,2014/5/23 17:59,,,,,,,,,,,2014/5/23 17:59,,1070,,18688880097,2017097,,,,,男,广东韶关,清远,22
1073,,龚倩,a98,330,统计17级,,,202cb962ac59075b964b07152d234b105,,,,2015/7/3 17:31,,2016/8/27 13:43,,,,,,,,,2015/7/3 17:31,,1070,,18688880098,2017098,,,,,女,广东广州,清远,42
1074,,龚少麟,a99,330,统计17级,,,202cb962ac59075b964b07152d234b106,,,,2015/12/19 18:54,,,,,,,,,,,2015/12/19 18:54,,1070,,18688880099,2017099,,,,,男,湖北黄石,清远,20
1075,,赵玉倩,a100,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/9/30 17:46,,2016/8/30 21:46,,,,,,,,,2015/9/30 17:46,,1070,,18688880101,2017100,,,,,女,广东广州,清远,21
1076,,赵倩,a101,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/4/31 18:23:24,,2016/8/30 21:49,,,,,,,,,2015/4/30 18:23,,1070,,18688880201,2017101,,,,,女,广东广州,广州,21
1078,,律波,a103,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/2/4 13:29,,2016/8/27 18:20,,,,,,,,,2014/2/4 13:29,,1070,,18688880102,2017103,,,,,女,广西,广州,23
1079,,律剑波,a104,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/8/24 19:20,,2016/8/21 21:29,,,,,,,,,2014/8/24 19:20,,1070,,18688880202,2017104,,,,,男,广西,广州,22
1081,,张宝,a106,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/9/16 17:39,,2016/8/21 18:25,,,,,,,,,2014/9/16 17:39,,1070,,18688880103,2017106,,,,,男,广西南宁,广州,22
1086,,张小雨,a111,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/10/1 17:04,,2016/8/31 19:14,,,,,,,,,2015/10/1 17:04,,1070,,18688880304,2017111,,,,,女,广东茂名,广州,23
1090,,屈贤,a115,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/2/27 11:28,,2016/8/29 20:41,,,,,,,,,2014/2/27 11:28,,1070,,18688880106,2017115,,,,,男,广东广州,广州,21
1094,,李小东,a119,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/11/15 13:31,,2016/8/31 21:37,,,,,,,,,2014/11/15 13:31,,1070,,18688880207,2017119,,,,,男,广东潮汕,广州,21
1095,,李靖,a120,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/6/26 17:02,,2016/8/31 21:23,,,,,,,,,2015/6/26 17:02,,1070,,18688880307,2017120,,,,,男,广东广州,广州,21
1099,,高雷,a124,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/5/6 20:25,,2016/8/28 18:46,,,,,,,,,2015/5/6 20:25,,1070,,18688880109,2017124,,,,,男,广东广州,广州,21
1101,,高霖,a126,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/7/14 18:19,,2016/8/28 21:43,,,,,,,,,2014/7/14 18:19,,1070,,18688880309,2017126,,,,,男,广东广州,广州,22
1104,,关大山,a129,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/5/4 21:02,,2016/8/28 21:02,,,,,,,,,2014/5/4 21:02,,1070,,18688880310,2017129,,,,,女,广西,广州,21
1110,,李佩珊,a135,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/11/4 18:27,,2016/8/30 20:30,,,,,,,,,2014/11/4 18:27,,1070,,18688880312,2017135,,,,,女,广东茂名,广州,23
1116,,曾天,a141,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/10/12 17:06,,2016/8/28 19:35,,,,,,,,,2014/10/12 17:06,,1070,,18688880314,2017141,,,,,男,浙江,广州,23
1119,,黄文轩,a144,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/1/27 19:13,,2016/8/28 21:16,,,,,,,,,2014/1/27 19:13,,1070,,18688880315,2017144,,,,,男,广东广州,广州,21
1130,,夏昊然,a155,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/5/28 21:20,,2016/8/27 20:45,,,,,,,,,2015/5/28 21:20,,1070,,18688880219,2017155,,,,,男,浙江,广州,21
1133,,陆丽达,a158,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/12/16 20:45,,2016/8/28 19:45,,,,,,,,,2015/12/16 20:45,,1070,,18688880220,2017158,,,,,女,浙江,广州,27
1151,,冷志冬,a176,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/1/29 20:11,,2016/8/28 21:05,,,,,,,,,2015/1/29 20:11,,1070,,18688880226,2017176,,,,,男,湖南长沙,广州,45
1154,,习英涵,a179,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/9/10 17:57,,2016/8/20 13:25,,,,,,,,,2014/9/10 17:57,,1070,,18688880227,2017179,,,,,女,湖南郴州,广州,36
1161,,刘凤兰,a186,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/5/10 18:42,,2016/8/27 19:24,,,,,,,,,2014/5/10 18:42,,1070,,18688880329,2017186,,,,,女,广东潮州,广州,23
1164,,申鹭达,a189,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/5/8 21:57,,2016/8/28 17:57,,,,,,,,,2015/5/8 21:57,,1070,,18688880330,2017189,,,,,男,广东韶关,广州,33
1077,,玉小倩,a102,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/8/19 20:56,,2016/8/27 20:44,,,,,,,,,2014/8/19 20:56,,1070,,18688880301,2017102,,,,,女,广东广州,广州,22
1080,,王波,a105,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/5/19 11:59,,2016/8/28 11:06,,,,,,,,,2015/5/19 11:59,,1070,,18688880302,2017105,,,,,男,广西,广州,21
1082,,张小宝,a107,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/2/9 19:19,,2016/8/28 18:05,,,,,,,,,2014/2/9 19:19,,1070,,18688880203,2017107,,,,,男,新疆,广州,23
1087,,王静,a112,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/3/17 11:23,,2016/8/29 17:46,,,,,,,,,2015/3/17 11:23,,1070,,18688880105,2017112,,,,,女,广西南宁,广州,21
1088,,于靖,a113,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/4/30 12:58,,2016/8/28 13:07,,,,,,,,,2015/4/30 12:58,,1070,,18688880205,2017113,,,,,男,广东,广州,30
1091,,屈慧芳,a116,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/6/13 18:09,,2016/8/24 17:51,,,,,,,,,2015/6/13 18:09,,1070,,18688880206,2017116,,,,,女,浙江,广州,22
1096,,陈宇,a121,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/10/2 11:05,,2016/8/31 20:25,,,,,,,,,2014/10/2 11:05,,1070,,18688880108,2017121,,,,,男,广东广州,广州,21
1100,,高慧,a125,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/8/10 12:01,,2016/8/27 21:57,,,,,,,,,2014/8/10 12:01,,1070,,18688880209,2017125,,,,,女,广东广州,广州,21
1103,,关庭,a128,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2015/2/13 13:22,,2016/8/29 18:36,,,,,,,,,2015/2/13 13:22,,1070,,18688880210,2017128,,,,,男,广西,广州,22
1106,,黄碧萍,a131,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2014/3/8 18:11,,2016/8/28 18:26,,,,,,,,,2014/3/8 18:11,,1070,,18688880211,2017131,,,,,女,新疆,广州,23
